통계청행정동코드,행자부행정동코드,시군구명,행정동명,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,2021혼인,어린이보호구역현황,2021_한부모_가구수,2021_저소득_가구수,2021_예산현액,2021_세입,2021_세출,총_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,어린이집_수,2020GDP1인당,공동육아나눔터유무,유아인구,인구대비아동,20-40직장인구,20-40직장인구비,인구대비예산,20-40생활인구,한부모저소득평균
1105055,11215740,광진구,중곡1동,15240.13065,528.5062391,185.9169893,728.4987875,734.7033292,651.9299496,599.9436372,397.3006816,156.403431,851.6417323,799.1422815,731.0950323,530.9682741,102.0,0.0,170,941,873075,886951,731866,376.4946237,38.55913978,79.88172043,90.41935484,3,18062,0,1268.127341,0.08320974210283427,208.86021505000002,0.5547495286849697,57.28789470712314,5627.923023699999,555.5
1105056,11215750,광진구,중곡2동,19094.29053,650.2416428,303.2263581,808.725356,864.0489449,702.0509484,747.0620685,607.6177834,300.3949052,1015.690483,913.6711124,968.6028216,725.7780357,95.0,3.0,170,941,873075,886951,731866,593.9032258,81.88387097,133.8,156.0967742,13,18062,0,1861.4806895000002,0.09748886383473292,371.78064517,0.6259953289009397,45.72440115689389,6745.629770500001,555.5
1105057,11215760,광진구,중곡3동,15389.53368,509.0470709,251.7168935,611.7631304,678.2123954,586.6710518,582.2523241,463.1239257,224.7378013,570.6455231,711.1764838,620.6719302,522.9660103,74.0,11.0,170,941,873075,886951,731866,149.6486486,22.06756757,31.37837838,41.74324324,8,18062,0,1448.6256913999998,0.0941305774120116,95.18918919000001,0.6360845225166972,56.731738475912024,4884.358849099999,555.5
1105058,11215770,광진구,중곡4동,25520.63382,821.2775161,400.9987516,847.3531041,965.8014941,784.7995425,868.9663042,906.2194777,420.2347763,931.2333838,964.2210017,1037.622187,893.8327637,105.0,2.0,170,941,873075,886951,731866,295.5322581,47.69354839,66.85483871,89.66129032,10,18062,0,2548.7305217000003,0.09986940526933984,204.20967742,0.6909894667095903,34.210553160940265,7293.8297811,555.5
1105059,11215780,광진구,능동,16068.89559,524.3656359,174.7885436,773.9375309,744.05475,608.7641581,618.0291417,686.1222477,245.3170155,975.7038925,864.2679593,845.6082448,605.8981845,66.0,1.0,170,941,873075,886951,731866,931.8709677,129.7096774,205.5483871,218.1935484,4,18062,0,1630.5934427,0.10147514081271095,553.4516129000001,0.5939144281595158,54.33323000389226,6036.263861799999,555.5
1105060,11215850,광진구,구의1동,26495.10312,736.0749469,342.7973079,1252.44171,1166.549408,1081.271194,1069.770481,785.7300303,418.5024788,1523.701978,1291.317243,1260.672378,1071.014912,125.0,3.0,170,941,873075,886951,731866,373.1827957,48.34408602,86.06451613,101.9301075,9,18062,0,2283.1047639,0.0861708200779405,236.33870965,0.6333054802451066,32.95231560510341,9716.739304,555.5
1105061,11215860,광진구,구의2동,21363.24577,676.897933,374.2021024,708.5256063,764.8545196,806.7287419,837.5060226,890.0844976,516.7279098,804.9317007,754.850022,861.0232657,943.2760136,94.0,8.0,170,941,873075,886951,731866,173.2608696,24.85217391,36.7826087,48.34782609,15,18062,0,2457.9124428,0.11505332425897564,109.9826087,0.6347804264974092,40.86808762112556,6481.695892399999,555.5
1105062,11215870,광진구,구의3동,30089.40728,1033.632854,562.184736,1011.153758,1241.680534,1172.015618,1300.20556,1365.653936,713.8098883,1174.576142,1136.142188,1236.298124,1227.544039,117.0,6.0,170,941,873075,886951,731866,1253.989247,142.2473118,260.1935484,306.3978495,15,18062,0,3675.2814143000005,0.12214535767020268,708.8387097,0.5652669760891498,29.016025203670946,9499.615963,555.5
1105063,11215810,광진구,광장동,36409.92519,1699.293528,1436.536618,775.3817541,1053.818469,1411.095271,1679.64699,1920.744175,1608.919489,961.7891844,888.2406793,1485.935057,1857.868181,78.0,9.0,170,941,873075,886951,731866,1628.612903,255.0322581,477.2258065,398.8709677,16,18062,0,6665.49381,0.1830680446393963,1131.1290323,0.6945352270121368,23.97903855731597,10113.7755858,555.5
1105064,11215820,광진구,자양1동,25167.68703,563.7939521,343.8375967,1139.367374,1091.126741,932.1535906,1030.162204,500.8073543,289.6832754,1498.607557,1152.463099,1090.707314,977.3830926,102.0,6.0,170,941,873075,886951,731866,469.0725806,87.81451613,99.95967742,111.7096774,11,18062,0,1698.1221785,0.06747231783659065,299.48387095,0.6384595547386809,34.69031536188806,8911.9709722,555.5
1105065,11215830,광진구,자양2동,21241.57759,880.6958789,412.0021907,852.3886451,938.8018919,835.9200256,891.6431846,797.6133976,346.461554,867.7275962,883.6462121,1040.953772,860.6768286,89.0,8.0,170,941,873075,886951,731866,363.1176471,63.13235294,79.63970588,94.67647059,12,18062,0,2436.7730212,0.11471713957569571,237.44852941,0.6539162480985353,41.102173146076574,7171.758156099999,555.5
1105066,11215840,광진구,자양3동,23622.10126,987.5748089,509.7844443,750.3360036,1053.17655,874.9008567,903.026052,942.2339006,500.8339373,947.203145,925.1677663,1074.550397,971.5334946,99.0,7.0,170,941,873075,886951,731866,312.9612903,43.63225806,68.74193548,72.73548387,13,18062,0,2940.4270911,0.12447779554984433,185.10967741,0.5914778700987481,36.96009048434669,7499.8942652000005,555.5
1105067,11215847,광진구,자양4동,25370.67808,537.9136768,225.7125729,964.3403828,1105.495005,969.9021958,1021.387436,558.6443334,273.1890717,1382.802537,1084.957741,1083.392432,906.1500384,66.0,4.0,170,941,873075,886951,731866,180.0757576,32.53535354,38.15151515,44.77777778,9,18062,0,1595.4596548,0.06288596819403575,115.46464647000002,0.6412003925952108,34.4127578004411,8518.427768,555.5
1106071,11230710,동대문구,회기동,19780.88174,464.6671171,227.1377778,680.3051648,553.4194887,477.8317664,525.336302,458.2786174,210.3575374,1352.903135,610.9791062,603.3880978,522.46118,34.0,3.0,169,898,1019079,1058286,856057,162.1238095,30.32380952,48.46666667,38.77142857,4,20791,0,1360.4410497,0.06877555144313803,117.56190476,0.7251365800160279,51.51838089903064,5326.624240900001,533.5
1106072,11230720,동대문구,휘경1동,16738.16602,272.9758832,151.4572204,562.4888836,593.5623456,449.1097945,563.8938125,342.3488083,177.2019277,1036.47468,593.2054004,553.0021853,460.4189787,46.0,0.0,169,898,1019079,1058286,856057,117.1081081,12.25675676,16.51351351,22.31081081,8,20791,0,943.9838396,0.05639708905217323,51.08108108,0.4361873990516631,60.8835519245256,4812.1560806,533.5
1106073,11230730,동대문구,휘경2동,20784.67507,594.370454,326.7333558,677.2462422,690.5438446,593.5315109,711.0727684,636.7434783,387.2805691,908.5329048,630.7045027,651.8813914,623.7441597,59.0,0.0,169,898,1019079,1058286,856057,209.016129,44.5483871,57.9516129,58.0,10,20791,0,1945.1278572,0.09358471328750967,160.5,0.7678833244490907,49.03030702033486,5487.2573247,533.5
1106080,11230705,동대문구,청량리동,18903.12192,459.3790383,258.7496997,577.3148573,669.3785769,629.6758428,682.178895,321.0707223,166.4605334,643.6261936,527.1131202,635.3797393,577.9103599,49.0,1.0,169,898,1019079,1058286,856057,494.5806452,85.46774194,127.7419355,131.5967742,10,20791,0,1205.6599937,0.0637809986520999,344.80645164,0.6971693190714451,53.91061880216662,4942.577585,533.5
1106081,11230536,동대문구,용신동,41036.38694,744.1992092,341.305326,1672.616372,1838.882745,1563.169556,1815.572676,756.003439,324.001944,1988.757565,1708.628049,1752.406844,1387.332843,172.0,1.0,169,898,1019079,1058286,856057,1112.701863,127.2763975,233.6397516,267.673913,11,20791,1,2165.5099182,0.05277048199604485,628.5900621000001,0.5649222698389605,24.833545933027995,13727.36665,533.5
1106082,11230545,동대문구,제기동,32908.71766,808.688141,386.4236724,963.8731819,1120.585749,974.4130043,1252.101105,630.5422106,335.1612498,1318.544178,876.8057637,921.2133463,863.1450821,79.0,7.0,169,898,1019079,1058286,856057,260.6355556,22.96888889,47.97333333,67.32,11,20791,1,2160.8152738,0.06566087734334404,138.26222222,0.5304810462322049,30.966840170702657,8290.681410300002,533.5
1106083,11230560,동대문구,전농1동,32017.89118,1024.136815,501.6614405,1034.183327,1238.601077,1215.344471,1276.204849,959.1750296,474.0060958,1316.765888,1057.307899,1291.338669,1091.859212,139.0,0.0,169,898,1019079,1058286,856057,578.5505051,90.91919192,127.6565657,144.0858586,13,20791,0,2958.9793809,0.09241643568169564,362.66161622,0.6268452157989481,31.82842349831486,9521.605392,533.5
1106084,11230570,동대문구,전농2동,16885.811,792.0843293,457.0490715,439.4576411,551.3846248,618.0736924,673.5383991,728.7960023,398.7045315,463.2685241,501.3937707,623.1332056,620.199206,41.0,0.0,169,898,1019079,1058286,856057,191.3709677,22.12903226,45.16129032,50.20967742,14,20791,0,2376.6339346,0.14074739641465842,117.5,0.6139907291695218,60.35120255698704,4490.4490638,533.5
1106086,11230610,동대문구,답십리2동,22066.69836,703.4476917,354.0927293,759.3630531,1016.325271,896.8777787,972.759965,613.4461219,332.0591767,665.7953136,832.0320598,1038.688412,883.1665798,113.0,0.0,169,898,1019079,1058286,856057,170.8258065,18.70322581,37.0,46.75483871,15,20791,0,2003.0457196,0.0907723342623332,102.45806452,0.5997809500755964,46.18176146583263,7065.008433,533.5
1106087,11230650,동대문구,장안1동,34624.2375,1062.621811,459.107129,1352.123046,2033.32194,1636.943675,1674.46381,972.130462,450.6968078,1488.020603,1480.589351,1806.727473,1457.143576,163.0,0.0,169,898,1019079,1058286,856057,1295.431762,162.0496278,273.5955335,386.101737,25,20791,0,2944.5562098,0.08504320737171468,821.7468983,0.6343420953577021,29.43253262977993,12929.333474000001,533.5
1106088,11230660,동대문구,장안2동,27746.55273,1338.658352,631.1806143,817.0686456,1219.711797,1269.235538,1215.572244,1288.673505,573.1539003,839.7529088,977.4184381,1395.660318,1158.868555,100.0,0.0,169,898,1019079,1058286,856057,405.257732,99.05498282,83.84879725,89.83505155,15,20791,0,3831.6663715999994,0.13809522245468508,272.73883162000004,0.6730009327002798,36.72813015427881,8893.288444500002,533.5
1106089,11230740,동대문구,이문1동,24315.81353,449.2342547,286.6239185,807.3581112,708.837646,597.6644016,736.2523232,430.5515689,247.5842982,1490.067772,659.2888988,562.3197979,566.0561431,44.0,0.0,169,898,1019079,1058286,856057,297.7096774,32.07258065,74.32258065,89.43548387,10,20791,0,1413.9940403,0.058151212524946524,195.83064517000003,0.6577906599484966,41.91013386176432,6127.8450938,533.5
1106090,11230750,동대문구,이문2동,15323.89417,567.0008397,342.5055661,363.4740906,596.4628303,589.2417515,676.7923271,592.6987214,361.0274227,449.7697439,446.2969273,633.1866335,601.7237882,51.0,0.0,169,898,1019079,1058286,856057,154.8235294,20.55882353,33.20588235,42.35294118,15,20791,0,1863.2325498999999,0.12159001682142262,96.11764706000001,0.6208206687477827,66.50261276243205,4356.9480924,533.5
1106091,11230600,동대문구,답십리1동,23604.00274,1111.7142,453.5295029,734.0690837,1096.788443,1024.945976,976.8080468,1111.028528,428.1766642,820.7257301,913.48485,1267.636853,1055.290354,138.0,0.0,169,898,1019079,1058286,856057,121.9594595,13.67567568,20.37837838,27.37837838,15,20791,0,3104.4488951000003,0.1315221375499637,61.43243244,0.5037119112519517,43.17399092116865,7889.749336599999,533.5
1107052,11260520,중랑구,면목2동,20166.88192,733.0879206,364.9364201,662.4548705,771.1543566,752.3957171,889.076632,710.0888723,390.2594985,679.7004142,650.7434717,760.3444099,686.7528467,159.0,0.0,311,1776,1124221,1131325,982443,319.5053763,52.86021505,61.52688172,82.51612903,11,12340,0,2198.3727115,0.10900905356716643,196.9032258,0.6162751565567317,55.74590085168704,5852.6227187,1043.5
1107054,11260540,중랑구,면목4동,17924.95186,709.682816,359.2348475,627.915957,754.9054021,707.3713902,724.5945903,660.1067983,310.1582993,549.8907765,579.018261,755.441549,720.9326967,70.0,0.0,311,1776,1124221,1131325,982443,133.6666667,15.62365591,27.90322581,40.05376344,9,12340,0,2039.1827610999999,0.11376224477626015,83.58064515999999,0.6252916095198773,62.71821585801458,5420.0706228,1043.5
1107055,11260550,중랑구,면목5동,12312.16501,351.437215,195.4872565,411.3441536,517.0886699,556.0261763,482.684681,479.1126851,209.267942,388.311827,430.1920708,622.6625012,472.6914656,58.0,0.0,311,1776,1124221,1131325,982443,741.477483,133.0144371,179.3403143,177.7909515,6,12340,0,1235.3050985999998,0.1003320778755547,490.1457029,0.6610392279437567,91.30977363338634,3881.0015454,1043.5
1107057,11260570,중랑구,면목7동,19405.3639,598.9775797,273.3534603,643.7129631,822.1749935,720.0532504,748.4748687,597.8843539,267.8597325,659.30123,631.8122204,817.234413,686.602765,86.0,0.0,311,1776,1124221,1131325,982443,107.2567568,14.37837838,22.2027027,28.89189189,9,12340,0,1738.0751264,0.08956673708139017,65.47297297,0.610432152932672,57.93351806198285,5729.3667041,1043.5
1107059,11260580,중랑구,상봉1동,17961.61248,806.9836576,414.7843327,563.5724159,726.5942346,651.2507244,595.7751103,673.5187203,355.1152656,711.9597074,689.3583186,824.2856915,650.2185726,122.0,0.0,311,1776,1124221,1131325,982443,276.5483871,38.77419355,60.09677419,83.90322581,11,12340,0,2250.4019762000003,0.12528952947324695,182.77419355,0.6609121661010041,62.59020459615216,5413.0147753,1043.5
1107060,11260590,중랑구,상봉2동,26489.82471,512.4941116,216.8240981,1235.25778,1242.82846,959.5463102,1033.501484,514.8580097,206.8624999,1617.161314,1397.090402,1326.686743,930.7217143,160.0,0.0,311,1776,1124221,1131325,982443,147.3010753,22.02150538,27.09677419,36.17204301,6,12340,0,1451.0387193000001,0.05477721106822681,85.29032258000001,0.5790203663231507,42.43972968139735,9742.7942075,1043.5
1107061,11260600,중랑구,중화1동,17145.98454,871.6650881,346.3909392,544.5825598,713.4694149,574.9582764,537.9231183,707.4207072,303.8226695,602.7769261,609.8801798,678.3301329,529.8101205,98.0,0.0,311,1776,1124221,1131325,982443,228.4731183,19.66666667,40.04301075,64.6344086,11,12340,0,2229.299404,0.13001874571852376,124.34408602,0.5442394577760704,65.56759673830896,4791.7307287,1043.5
1107062,11260610,중랑구,중화2동,24937.55227,685.9351208,308.7655928,872.3707537,1021.748428,836.7679633,912.9011933,682.9731481,278.9603916,908.7790592,819.4927214,969.8561687,847.1773257,95.0,0.0,311,1776,1124221,1131325,982443,263.3870968,25.45806452,47.59354839,63.63870968,6,12340,0,1956.6342533000002,0.07846135948369884,136.69032259,0.5189712186007132,45.08144936712347,7189.0936133,1043.5
1107064,11260620,중랑구,묵1동,26371.76185,1162.107678,622.9537093,807.5430989,1015.580797,963.8072856,1048.727483,900.9776666,474.4609751,997.2928715,903.3894083,1074.499864,999.5994874,122.0,0.0,311,1776,1124221,1131325,982443,233.9354839,29.84946237,51.92473118,62.5483871,20,12340,0,3160.500029,0.11984409866040102,144.32258065000002,0.616933259734523,42.62972669002773,7810.440295699999,1043.5
1107065,11260630,중랑구,묵2동,18820.30018,701.6379406,333.3260182,616.1314385,758.2109707,725.9940756,735.5869477,525.0047097,250.0403403,719.3849343,735.1275714,820.7762099,669.5910416,76.0,0.0,311,1776,1124221,1131325,982443,363.6290323,52.0,96.36290323,94.46774194,13,12340,0,1810.0090088000002,0.096173227392168,242.83064517,0.6677977378045564,59.73448825192968,5780.8031897,1043.5
1107068,11260660,중랑구,망우3동,12375.34033,372.3546599,190.8483398,351.3643194,401.5043277,439.7916994,421.967773,362.7714835,243.0287846,414.4284802,327.8782106,452.9604577,356.8409067,60.0,0.0,311,1776,1124221,1131325,982443,244.9069767,27.55813953,28.53488372,44.93023256,7,12340,0,1169.0032677999998,0.09446231268211108,101.02325581,0.412496439142887,90.8436430854908,3166.7361747000004,1043.5
1107069,11260680,중랑구,신내1동,35126.24615,1954.128361,803.7777432,950.2535162,1265.933506,1351.820614,1386.313059,1794.252355,731.4790807,1056.150714,1169.128015,1423.020349,1360.922672,95.0,0.0,311,1776,1124221,1131325,982443,619.4516129,72.19354839,95.83870968,133.8709677,33,12340,0,5283.6375399,0.150418508067649,301.90322577,0.48737176477210525,32.00515634944954,9963.5424452,1043.5
1107070,11260690,중랑구,신내2동,17805.33959,662.0543754,385.661996,517.6384377,694.2034188,574.9237802,622.9565782,629.6303866,355.4482638,553.6078525,576.1914787,736.5757872,643.5840352,74.0,0.0,311,1776,1124221,1131325,982443,923.3047257,148.8800555,234.7965631,230.3192484,16,12340,0,2032.7950218,0.11416771983061066,613.995867,0.664998076918215,63.13954273758392,4919.6813685,1043.5
1107071,11260565,중랑구,면목본동,27303.70383,760.9253316,385.3937803,1024.350304,1161.54218,981.4729552,1028.002831,699.358758,345.9414803,1188.948641,1090.191679,1119.634664,880.0427887,140.0,0.0,311,1776,1124221,1131325,982443,229.8202765,21.62211982,42.64976959,62.77419355,10,12340,0,2191.6193502,0.08026820697461397,127.04608296,0.5528062401404342,41.1746701839316,8474.186042899999,1043.5
1107072,11260575,중랑구,면목3.8동,19523.22442,481.8338656,268.117448,697.2341327,757.8529944,741.8302906,767.4713672,557.5927391,287.3389501,731.7713157,668.1640782,775.1140852,687.5152863,80.0,0.0,311,1776,1124221,1131325,982443,306.6967742,52.66451613,60.62580645,73.1483871,12,12340,1,1594.8830028,0.08169157760467931,186.43870968,0.6078926332574384,57.58377693227378,5826.9535503,1043.5
1107073,11260655,중랑구,망우본동,38840.38163,1313.272569,667.8596633,1264.676214,1601.094943,1473.902533,1500.988348,1400.520744,706.2066321,1391.864177,1416.317944,1831.648157,1491.462622,123.0,0.0,311,1776,1124221,1131325,982443,207.0064516,28.68387097,40.59354839,52.37419355,16,12340,0,4087.8596084,0.10524766845345745,121.65161291000001,0.5876706352373416,28.944643508128163,11971.954937999999,1043.5
1108058,11290580,성북구,돈암1동,12903.10858,455.2826097,313.3763846,354.6319168,407.1371688,403.1273762,489.54298,461.7545964,317.7655132,352.8419795,364.031422,491.5842135,412.4262381,52.0,0.0,193,1120,1157857,1236717,1001832,741.477483,133.0144371,179.3403143,177.7909515,7,14158,0,1548.1791039,0.11998497062170735,490.1457029,0.6610392279437567,89.73473274453372,3275.3232949,656.5
1108059,11290590,성북구,돈암2동,14435.1329,807.1682894,457.8717003,345.1654513,468.6660352,488.0545329,599.5024062,747.2388366,465.502665,361.5936726,432.7316403,655.965016,610.1340451,68.0,0.0,193,1120,1157857,1236717,1001832,741.477483,133.0144371,179.3403143,177.7909515,13,14158,0,2477.7814913,0.17164937160363797,490.1457029,0.6610392279437567,80.21103844495951,3961.8127996000003,656.5
1108060,11290600,성북구,안암동,25951.94125,332.1722247,247.9915046,952.5039921,758.5473411,654.1754463,691.2398253,329.0702945,182.6869184,1549.951277,864.5408515,704.4948778,561.2533149,48.0,3.0,193,1120,1157857,1236717,1001832,871.4292929,149.7979798,261.7424242,231.7020202,4,14158,0,1091.9209422,0.04207473081421221,643.2424242,0.7381464330391917,44.61542929856933,6736.706926,656.5
1108061,11290610,성북구,보문동,15821.23329,575.2322089,218.0884249,547.6125555,599.21125,518.5051555,579.1964258,433.4226091,192.2068554,753.0261742,665.0507117,654.270711,537.567796,60.0,5.0,193,1120,1157857,1236717,1001832,1024.379032,90.31451613,226.1129032,193.8548387,7,14158,0,1418.9500983,0.08968644051262833,510.28225803,0.49813813255599704,73.18373850993255,4854.4407797,656.5
1108062,11290620,성북구,정릉1동,14182.00529,699.5892346,382.960952,351.4489536,459.0253119,504.0870225,632.0695066,650.0289616,370.9639282,372.6680461,438.0056191,639.0199126,598.2955056,65.0,0.0,193,1120,1157857,1236717,1001832,741.477483,133.0144371,179.3403143,177.7909515,12,14158,0,2103.5430764,0.1483247984601478,490.1457029,0.6610392279437567,81.6426856656461,3994.6198779999995,656.5
1108063,11290630,성북구,정릉2동,19697.31242,693.6270619,363.4638092,546.033851,736.3776707,655.3219641,773.9932193,946.0019456,411.6577901,645.3681,638.5446534,857.6944859,753.458074,78.0,0.0,193,1120,1157857,1236717,1001832,109.3108108,16.48648649,25.02702703,30.71621622,12,14158,1,2414.7506068,0.12259289771675358,72.22972974000001,0.6607738906278428,58.78248642816623,5606.7920183999995,656.5
1108064,11290640,성북구,정릉3동,15795.34638,478.2200472,246.7570234,480.5446026,472.2567808,406.3582293,509.5366062,377.0212677,192.5788626,623.0438743,437.1010485,377.8080091,391.1955503,69.0,0.0,193,1120,1157857,1236717,1001832,274.2580645,42.11827957,74.41935484,69.44086022,5,14158,0,1294.5772009000002,0.08195940562210072,185.97849463,0.6781149534073228,73.3036789535729,3697.8447011000003,656.5
1108065,11290650,성북구,정릉4동,18550.64868,782.3048508,410.3571429,457.9143086,604.487933,629.4433308,756.2632288,581.2766069,310.1233608,510.671814,579.3704971,737.9208046,702.4837914,72.0,0.0,193,1120,1157857,1236717,1001832,268.1290323,17.38709677,35.41935484,59.90322581,14,14158,0,2084.0619613999997,0.11234442511149965,112.70967741999999,0.42035611158247554,62.41598447434993,4978.5557083,656.5
1108066,11290660,성북구,길음1동,35179.23869,2549.345442,1292.594544,617.0345916,1054.361232,1295.290407,1600.256498,2419.506838,1299.098948,700.9845332,805.79287,1522.185859,1874.941293,85.0,0.0,193,1120,1157857,1236717,1001832,33.37209302,9.604651163,8.186046512,6.558139535,37,14158,0,7560.5457719999995,0.21491499115781462,24.34883721,0.7296167248307639,32.913077232939976,9470.8472838,656.5
1108068,11290685,성북구,길음2동,18234.02505,732.1560394,413.8883305,441.0968216,715.0298878,689.6084556,762.6896352,727.3356814,403.6896298,534.8814796,569.8564874,868.0098207,813.6142277,61.0,0.0,193,1120,1157857,1236717,1001832,225.0752688,42.33333333,55.59139785,60.33333333,10,14158,0,2277.0696811000003,0.12488025407752745,158.25806451,0.7031339576034308,63.49980307831155,5394.7868155999995,656.5
1108071,11290715,성북구,월곡1동,24770.85497,1333.036291,700.760826,628.0658664,914.8926672,868.0240452,1012.552302,1104.42304,601.278885,726.2402162,782.8639156,1088.109073,1037.838373,74.0,0.0,193,1120,1157857,1236717,1001832,430.875,61.39705882,84.36764706,101.5808824,16,14158,0,3739.4990419999995,0.15096366461831492,247.34558828000002,0.5740541648505948,46.742714427995374,7058.586458600001,656.5
1108072,11290725,성북구,월곡2동,22847.5172,890.4942799,433.1197901,788.3619129,846.9451903,764.8971283,849.9757883,677.3252583,352.8342216,972.2925853,770.7721715,942.9928713,727.2496369,72.0,0.0,193,1120,1157857,1236717,1001832,289.3629032,40.62903226,57.50806452,70.25,13,14158,0,2353.7735499,0.10302097725962102,168.38709678,0.5819235807971394,50.677585221382394,6663.4872847999995,656.5
1108076,11290760,성북구,장위1동,21485.69549,823.9096816,558.2233059,636.1433937,785.1985899,767.672352,787.6033436,751.1225676,455.9497877,675.8099538,689.2356763,951.2580485,824.7845346,83.0,0.0,193,1120,1157857,1236717,1001832,41.33870968,3.258064516,8.096774194,11.4516129,8,14158,0,2589.2053428,0.1205083328117111,22.80645161,0.5516972297041468,53.889668153348666,6117.7058924,656.5
1108077,11290770,성북구,장위2동,11975.46573,366.4155927,255.4967692,420.2178608,380.2161736,417.1873433,426.1432613,270.5477688,177.4560819,435.278,393.9457409,431.8044181,371.7915066,65.0,0.0,193,1120,1157857,1236717,1001832,183.6854839,21.59677419,43.31451613,55.52419355,8,14158,0,1069.9162125999999,0.08934234682161292,120.43548387000001,0.6556614127198322,96.68575954415094,3276.5843046000005,656.5
1108078,11290780,성북구,장위3동,6725.653429,252.0005141,157.6648849,213.7491404,260.2314573,272.9253157,268.5666161,206.1756512,126.657522,229.8173683,230.2733292,302.8517234,257.899006,55.0,0.0,193,1120,1157857,1236717,1001832,626.0588235,79.02941176,97.5,140.7352941,10,14158,0,742.4985721999999,0.11039798289315034,317.26470586000005,0.5067650098537426,172.15531728225778,2036.3139563999998,656.5
1108081,11290525,성북구,성북동,21613.75189,819.1935484,518.9301765,711.0895641,787.4312536,747.6388197,779.1699457,604.0698149,368.1601531,817.8147313,789.9384992,937.4546765,812.9536906,71.0,7.0,193,1120,1157857,1236717,1001832,219.1129032,46.0,63.87096774,61.66129032,3,14158,0,2310.3536929,0.1068927645999734,171.53225806,0.7828487302887418,53.57038453539868,6383.4911807,656.5
1108082,11290555,성북구,삼선동,26068.4284,696.3677614,451.565219,937.6874942,953.2831053,866.7955075,1018.268656,715.3558767,445.6768347,1253.401954,1006.012429,1149.590027,904.1982873,78.0,4.0,193,1120,1157857,1236717,1001832,259.3854749,48.25698324,50.55865922,64.59217877,8,14158,0,2308.9656918,0.08857326020466964,163.40782123,0.6299806158883725,44.4160646063343,8089.2374603,656.5
1108083,11290575,성북구,동선동,25199.73447,633.6374654,380.5013405,897.1265803,852.0463334,750.4888618,838.8248434,733.2553322,465.5885003,1440.952012,989.0306826,911.7895786,873.0797914,56.0,1.0,193,1120,1157857,1236717,1001832,1062.989247,139.7096774,230.0,271.311828,3,14158,0,2212.9826384,0.08781769669178581,641.0215054,0.6030366790718815,45.94719049037663,7553.338683499998,656.5
1108084,11290705,성북구,종암동,37072.43221,1371.717123,859.5903708,1109.227242,1364.995646,1254.435335,1405.630251,1313.834832,703.1005724,1342.348107,1093.254992,1449.936832,1301.465145,115.0,9.0,193,1120,1157857,1236717,1001832,1309.335484,116.0967742,333.1096774,462.3419355,23,14158,0,4248.2428982,0.11459304515375363,911.5483871,0.6961916164642797,31.232291246531084,10321.29355,656.5
1108085,11290810,성북구,석관동,27244.92358,949.085441,482.702804,822.1102606,1006.475201,961.3250335,1103.821623,910.4112076,406.9076971,946.0906919,873.5058594,1022.114235,870.9710921,144.0,6.0,193,1120,1157857,1236717,1001832,157.6604651,18.80465116,41.06511628,43.1627907,14,14158,0,2749.1071497,0.10090346341503667,103.03255813999999,0.6535091601730914,42.498082132627516,7606.4139964999995,656.5
1109060,11305590,강북구,번1동,17646.57765,340.4420557,213.8307357,663.0742498,691.9481771,658.8872735,778.6332746,361.7949049,198.6781526,780.8886363,609.253221,597.7367545,613.4735925,69.0,3.0,262,1445,995846,1042283,857676,279.9677419,33.37788018,60.10599078,68.75115207,9,11135,1,1114.7458489,0.0631706538803007,162.23502302999998,0.5794775566963273,56.43281205860333,5393.8951793,853.5
1109061,11305600,강북구,번2동,13781.64131,488.7535807,286.5430262,341.6817068,461.6824093,403.4256645,621.0926891,371.913177,219.5823284,458.7141057,331.9276684,482.1530864,400.1292385,45.0,2.0,262,1445,995846,1042283,857676,626.6129032,52.67741935,79.16129032,174.483871,4,11135,0,1366.7921122999999,0.0991748429345822,306.32258067,0.4888545689143415,72.25888249445377,3500.8065687000003,853.5
1109062,11305606,강북구,번3동,15640.09364,618.167292,330.4488133,348.2917149,483.2381578,495.0074125,580.3397076,549.1842885,330.7482332,419.6168458,411.0831096,493.9681463,527.7831383,45.0,4.0,262,1445,995846,1042283,857676,560.1612903,83.51612903,107.9677419,142.5483871,8,11135,0,1828.548627,0.11691417385912786,334.03225803,0.5963144255310924,63.672636681221306,3759.3282328000005,853.5
1109063,11305610,강북구,수유1동,18469.19289,605.3257556,358.6414187,558.0364704,569.1128454,574.7647529,680.5392937,505.8264634,272.610722,748.298317,578.8321642,584.3398007,565.9156937,66.0,7.0,262,1445,995846,1042283,857676,309.6666667,36.79569892,59.1827957,73.94623656,8,11135,1,1742.4043597,0.09434112091835975,169.92473117999998,0.5487343309850662,53.91930258843055,4859.839338,853.5
