시군구명,행정동명,인구지수,예산복지지수,공동육아나눔터유무
송파구,위례동,22593.38005907413,1704731.91,0
강동구,강일동,24240.71460804517,1561745.44,0
강동구,상일동,16292.776615428462,1561745.44,0
강동구,명일1동,11793.122330546243,1561745.44,1
강동구,명일2동,7167.935370328996,1561745.44,0
강동구,고덕1동,12498.838315526926,1561745.44,0
강동구,고덕2동,9300.62350439262,1561745.44,0
강동구,암사2동,6275.714769014511,1561745.44,0
강동구,암사3동,6437.556496292777,1561745.44,0
강동구,천호1동,13388.259461241947,1561745.44,0
강동구,천호3동,11244.643942574607,1561745.44,0
강동구,성내1동,10790.050292198368,1561745.44,0
강동구,성내2동,10486.5530215302,1561745.44,0
강동구,성내3동,11159.071787951096,1561745.44,0
강동구,둔촌1동,2053.691100061569,1561745.44,0
강동구,둔촌2동,11843.518743175946,1561745.44,0
강동구,암사1동,11999.031127077025,1561745.44,0
강동구,천호2동,18400.280367912637,1561745.44,0
강동구,길동,23028.800269427302,1561745.44,0
