통계청행정동코드,행자부행정동코드,시군구명,행정동명,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,2021혼인,어린이보호구역현황,2021_한부모_가구수,2021_저소득_가구수,2021_예산현액,2021_세입,2021_세출,총_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,어린이집_수,2020GDP1인당,공동육아나눔터유무
1108083,11290575,성북구,동선동,25199.73447,633.6374654,380.5013405,897.1265803,852.0463334,750.4888618,838.8248434,733.2553322,465.5885003,1440.952012,989.0306826,911.7895786,873.0797914,56,1,193,1120,1157857,1236717,1001832,1062.989247,139.7096774,230,271.311828,3,14158,0
1108084,11290705,성북구,종암동,37072.43221,1371.717123,859.5903708,1109.227242,1364.995646,1254.435335,1405.630251,1313.834832,703.1005724,1342.348107,1093.254992,1449.936832,1301.465145,115,9,193,1120,1157857,1236717,1001832,1309.335484,116.0967742,333.1096774,462.3419355,23,14158,0
1108085,11290810,성북구,석관동,27244.92358,949.085441,482.702804,822.1102606,1006.475201,961.3250335,1103.821623,910.4112076,406.9076971,946.0906919,873.5058594,1022.114235,870.9710921,144,6,193,1120,1157857,1236717,1001832,157.6604651,18.80465116,41.06511628,43.1627907,14,14158,0
1109060,11305590,강북구,번1동,17646.57765,340.4420557,213.8307357,663.0742498,691.9481771,658.8872735,778.6332746,361.7949049,198.6781526,780.8886363,609.253221,597.7367545,613.4735925,69,3,262,1445,995846,1042283,857676,279.9677419,33.37788018,60.10599078,68.75115207,9,11135,1
1109061,11305600,강북구,번2동,13781.64131,488.7535807,286.5430262,341.6817068,461.6824093,403.4256645,621.0926891,371.913177,219.5823284,458.7141057,331.9276684,482.1530864,400.1292385,45,2,262,1445,995846,1042283,857676,626.6129032,52.67741935,79.16129032,174.483871,4,11135,0
1109062,11305606,강북구,번3동,15640.09364,618.167292,330.4488133,348.2917149,483.2381578,495.0074125,580.3397076,549.1842885,330.7482332,419.6168458,411.0831096,493.9681463,527.7831383,45,4,262,1445,995846,1042283,857676,560.1612903,83.51612903,107.9677419,142.5483871,8,11135,0
1109063,11305610,강북구,수유1동,18469.19289,605.3257556,358.6414187,558.0364704,569.1128454,574.7647529,680.5392937,505.8264634,272.610722,748.298317,578.8321642,584.3398007,565.9156937,66,7,262,1445,995846,1042283,857676,309.6666667,36.79569892,59.1827957,73.94623656,8,11135,1
1109064,11305620,강북구,수유2동,18867.83861,634.1405749,336.4087473,512.1350351,637.7186184,582.5180713,729.5471929,539.2921779,264.7872482,600.9983022,523.0631818,627.2593791,635.8792443,55,2,262,1445,995846,1042283,857676,85.68918919,10.09459459,15.39189189,23.59459459,10,11135,0
1109065,11305630,강북구,수유3동,27912.86861,508.6169989,259.7781206,1031.714328,1113.803411,1038.363325,1200.188098,648.520849,288.4879241,1311.512212,931.7824397,994.8775783,923.371816,87,0,262,1445,995846,1042283,857676,521.1863799,56.86021505,116.5698925,128.3082437,9,11135,0
1109069,11305534,강북구,삼양동,23657.21668,910.6964269,518.5784852,633.9358101,810.3514463,849.0183989,896.1732718,716.2723812,394.6969812,678.9492614,662.6514783,862.8750291,805.1772296,80,7,262,1445,995846,1042283,857676,266.2790698,20.93023256,46.41860465,71.6744186,14,11135,0
1109070,11305535,강북구,미아동,22240.84439,444.6817212,298.2819518,718.229882,792.4028672,707.6257504,854.6016082,397.2654811,216.8231177,954.6697978,679.4263046,703.1341419,602.6035617,64,1,262,1445,995846,1042283,857676,154.3935484,14.78064516,23.8516129,40.20645161,7,11135,0
1109071,11305545,강북구,송중동,35338.61212,1114.835335,596.06344,1037.674088,1176.401909,1156.03054,1439.535005,1062.294572,645.8856405,1289.240599,1092.016896,1380.130688,1311.617193,94,7,262,1445,995846,1042283,857676,260.453202,39.60591133,61.53694581,70.08866995,14,11135,0
1109072,11305555,강북구,송천동,27176.98558,760.9238684,420.688129,672.5413849,932.8657321,984.6978235,1078.446595,920.1094358,480.4121886,785.6205344,751.7660122,1003.039102,928.9391237,61,2,262,1445,995846,1042283,857676,149.5808383,13.84431138,26.39520958,38.78443114,7,11135,0
1109073,11305575,강북구,삼각산동,22623.75234,1370.67373,766.9906956,426.6068214,698.8823123,884.5571985,1002.41904,1361.101599,781.2634795,423.5190837,546.3928424,940.3831916,1072.247423,60,1,262,1445,995846,1042283,857676,73.95348837,9.674418605,19.46511628,24.37209302,25,11135,0
1109074,11305645,강북구,우이동,18679.98465,583.723297,291.8616504,510.9493249,665.0241641,581.3970925,677.3439054,547.6294548,264.4288305,577.2718982,582.2407824,675.2027811,603.5944827,79,7,262,1445,995846,1042283,857676,370.2258065,12.09677419,15,26.25806452,7,11135,0
1109075,11305660,강북구,인수동,28709.55066,1234.244761,581.5627322,778.0517142,1020.470848,971.7553261,1073.345354,875.8840849,492.1886132,981.4076007,837.6649327,1008.596925,997.3656786,86,3,262,1445,995846,1042283,857676,85.59722222,10.79166667,21.06944444,22.93055556,8,11135,0
1110051,11320660,도봉구,쌍문1동,17738.79123,641.5954717,373.2919145,442.2601672,565.0929725,542.0043254,690.3943721,516.1850367,352.5733675,577.8736842,499.8258653,577.1453953,521.2370227,65,0,253,1278,970598,1001061,836663,91.18918919,10.85135135,15.68918919,28.77027027,11,10872,0
1110052,11320670,도봉구,쌍문2동,17441.81379,749.3502431,385.6487594,537.5994107,634.3246655,589.1548591,613.6263269,537.8498374,336.7328026,597.8726032,564.6840387,687.1760816,604.240381,64,0,253,1278,970598,1001061,836663,137.9032258,14.06451613,20.96774194,37.80645161,7,10872,0
1110053,11320680,도봉구,쌍문3동,15731.8724,475.0892808,249.1539723,528.4271713,624.8252836,544.1889815,608.2882158,566.8439945,276.0675541,630.19555,541.1750217,601.5927687,544.9917218,56,0,253,1278,970598,1001061,836663,142.827957,19.39784946,26.1827957,39.87096774,9,10872,1
1110054,11320681,도봉구,쌍문4동,14368.66421,610.1931745,408.1750791,330.4149886,433.0683362,436.2039322,498.4576377,518.7602926,393.3130841,417.4763261,405.2002548,554.5628928,502.7388333,48,0,253,1278,970598,1001061,836663,741.477483,133.0144371,179.3403143,177.7909515,12,10872,0
1110055,11320690,도봉구,방학1동,24126.52886,817.5074443,470.6866792,690.7712456,904.2764559,828.5956207,946.5876109,761.857437,417.3783682,749.7099161,742.2042865,810.3074525,865.5200821,76,0,253,1278,970598,1001061,836663,374.9411765,48.64705882,75.72058824,100.3382353,11,10872,0
1110056,11320700,도봉구,방학2동,11623.35351,380.3314927,216.8453134,290.6236596,373.5124858,365.3899531,422.700362,299.4384266,195.4176225,305.8810515,289.4708887,334.311068,358.4435594,62,0,253,1278,970598,1001061,836663,122.2016129,12.38709677,22.03225806,32.57258065,8,10872,0
1110057,11320710,도봉구,방학3동,21332.26036,893.8966829,570.8553525,514.1254264,623.020185,657.5178349,735.3944679,892.6377414,568.4830317,544.173586,516.6308873,753.4275684,696.2276183,75,0,253,1278,970598,1001061,836663,448.2903226,46.03225806,72.90322581,100.2580645,24,10872,1
1110059,11320511,도봉구,창1동,23059.15319,774.1419407,464.33936,709.0457866,839.800211,792.018828,993.6348984,709.8196257,419.4382954,746.589979,762.1137403,898.3759983,848.4467765,72,0,253,1278,970598,1001061,836663,463.8064516,84.22580645,109.2580645,107.0645161,21,10872,0
1110060,11320512,도봉구,창2동,29434.07053,1170.52314,589.5535176,962.1227122,1121.979683,1083.9201,1147.17449,902.6589421,470.2867301,972.5393035,1049.366356,1180.680947,1051.485716,101,0,253,1278,970598,1001061,836663,124.8709677,11.06451613,20.58064516,37.12903226,17,10872,0
1110061,11320513,도봉구,창3동,10539.18931,413.4995243,230.5429483,261.3244811,277.5944771,402.5710637,417.6569466,383.9770651,188.2674286,298.7326619,272.4828087,335.0030412,347.0512405,40,0,253,1278,970598,1001061,836663,128.1081081,12.18918919,25.22972973,39.25675676,10,10872,0
1110062,11320514,도봉구,창4동,29317.60668,1013.867232,653.0882276,777.0249402,1036.758699,930.2835124,1216.972456,966.3032506,586.8369047,803.1220606,890.5071757,1141.633311,1094.200328,80,0,253,1278,970598,1001061,836663,1861.870968,205.2580645,356.6129032,502.3548387,19,10872,1
1110063,11320515,도봉구,창5동,20241.32525,828.578991,397.2094928,621.8953077,716.4366947,667.2212844,725.4290939,777.5151169,381.34423,710.3518392,696.1161663,809.5918485,688.629644,90,0,253,1278,970598,1001061,836663,252.3709677,33.14516129,59.11290323,61.53225806,17,10872,1
1110064,11320521,도봉구,도봉1동,18333.30256,582.3993669,316.7779163,453.1019299,616.1203751,550.2271087,756.7079326,440.6036721,204.1996729,516.9442971,479.4590355,519.9631394,488.4916075,53,0,253,1278,970598,1001061,836663,169.7904192,12.18562874,22.7005988,40.37125749,8,10872,1
1110065,11320522,도봉구,도봉2동,20181.29561,801.1063286,350.0053846,515.7048666,721.0932574,706.0895213,763.0895447,769.5098227,322.2929297,585.6161585,571.8515591,738.9410004,715.1640938,81,0,253,1278,970598,1001061,836663,315.9193548,19.83870968,44.4516129,64.30645161,24,10872,0
1111051,11350560,노원구,월계1동,23408.67616,835.5532841,429.7671439,666.9863759,817.2723823,815.6077589,939.5273508,706.4273936,321.894931,708.4013496,701.0137767,754.9222403,824.786055,62,0,216,2024,1426680,1438118,1226080,289.8709677,28.93548387,59.29032258,88.4516129,14,12432,0
1111052,11350570,노원구,월계2동,20372.36263,813.3669193,428.8213638,456.555533,612.5918717,673.3451775,725.936784,891.8520606,456.5990322,492.6307376,571.9375977,695.1608727,744.0909109,79,0,216,2024,1426680,1438118,1226080,923.3047257,148.8800555,234.7965631,230.3192484,16,12432,0
1111053,11350580,노원구,월계3동,25881.47847,1242.809159,500.5433759,777.1264375,1010.252504,885.6632332,1000.014292,1447.609671,553.0969843,693.2412143,852.2955645,1044.97146,1045.355767,126,0,216,2024,1426680,1438118,1226080,1981.954919,374.7037162,595.3468853,517.3930847,31,12432,0
1111056,11350600,노원구,공릉2동,45885.68417,1796.147206,1150.742028,1325.747248,1495.302652,1479.865,1640.290627,1646.714832,1029.196768,1392.535194,1372.615132,1730.541644,1597.900909,129,0,216,2024,1426680,1438118,1226080,2961.391837,632.6383965,904.1036275,738.7573818,35,12432,0
1111058,11350611,노원구,하계1동,25983.37592,555.2026764,656.0043021,663.6520587,649.8118565,705.0528573,934.3385222,627.138251,649.534193,795.2943845,689.0850031,761.8461597,897.3469623,67,0,216,2024,1426680,1438118,1226080,125.5806452,4.548387097,15.25806452,34.4516129,9,12432,0
1111059,11350612,노원구,하계2동,14919.93616,564.1815242,498.8165986,386.4341389,427.5951266,463.3346852,599.8374559,486.1170521,401.5969613,458.3195523,472.427231,567.9716678,680.5719003,63,0,216,2024,1426680,1438118,1226080,741.477483,133.0144371,179.3403143,177.7909515,12,12432,0
1111060,11350619,노원구,중계본동,21206.41562,906.643775,1168.837382,345.7775273,365.3644524,569.7738657,972.7887395,812.699036,1025.03504,438.1882387,305.1656033,581.3146411,972.5871606,29,0,216,2024,1426680,1438118,1226080,965.4840349,153.0185531,267.9993268,247.7180509,9,12432,0
1111061,11350621,노원구,중계1동,26658.85643,1094.756713,1618.480971,359.8369325,471.9881115,754.5003875,1347.845164,1074.656308,1505.605875,519.7194801,416.6895493,751.4378153,1224.570066,28,0,216,2024,1426680,1438118,1226080,1981.954919,374.7037162,595.3468853,517.3930847,11,12432,0
1111064,11350624,노원구,중계4동,16522.56737,625.3429457,511.9509325,317.856969,413.1223786,475.7834615,659.8537126,633.2221479,428.2028879,411.2275759,340.0610575,487.6185185,529.9307043,50,0,216,2024,1426680,1438118,1226080,502.8064516,51.93548387,99.74193548,136.9354839,7,12432,0
1111065,11350630,노원구,상계1동,37947.08415,1716.613785,936.9344278,970.801561,1262.758049,1187.452306,1451.0809,1392.292821,784.9740792,1104.575418,1077.539093,1373.614771,1318.188524,121,0,216,2024,1426680,1438118,1226080,408.9354839,12.83870968,36.25806452,84,25,12432,0
1111066,11350640,노원구,상계2동,29546.34196,833.4660391,568.6858918,864.0553319,877.918185,893.187818,1104.881888,889.3462217,637.2363918,1065.895545,946.5441505,1016.78918,938.9821009,47,0,216,2024,1426680,1438118,1226080,328.6571429,67.7047619,58.16190476,80.78095238,13,12432,0
1111069,11350670,노원구,상계5동,18812.12051,532.1781809,369.7607639,460.4301361,578.2268002,584.2094178,712.9521967,559.3259789,361.074445,554.2059795,477.1288755,601.8108511,535.677414,65,0,216,2024,1426680,1438118,1226080,247.6451613,21.02150538,35.7311828,57.44086022,8,12432,0
1111072,11350700,노원구,상계8동,18301.07805,1273.696896,495.41492,577.975332,743.7620134,599.3820642,629.8267097,1256.009914,481.2446025,467.7230172,762.5743769,965.9171208,744.2823764,286,0,216,2024,1426680,1438118,1226080,923.3047257,148.8800555,234.7965631,230.3192484,32,12432,0
1111073,11350710,노원구,상계9동,18897.45677,808.3965741,473.6300895,489.9465592,687.7133954,548.1184957,637.339342,912.7366153,539.8859687,540.1419086,621.3961997,683.3104053,698.5714911,77,0,216,2024,1426680,1438118,1226080,923.3047257,148.8800555,234.7965631,230.3192484,17,12432,0
1111074,11350720,노원구,상계10동,12883.76148,475.4905183,234.9481987,373.3720868,481.830639,395.4357751,459.2031163,448.6128215,246.1659439,483.8071591,496.7186068,554.6609061,454.9859215,89,0,216,2024,1426680,1438118,1226080,741.477483,133.0144371,179.3403143,177.7909515,13,12432,0
1111076,11350665,노원구,상계3.4동,21207.51675,590.7280312,394.0551172,474.0640301,664.2635084,611.5906785,790.4794442,597.1259913,379.1781717,525.5612113,481.2233694,706.5495514,690.17472,69,0,216,2024,1426680,1438118,1226080,8.181818182,1,1,1,17,12432,0
1111077,11350695,노원구,상계6.7동,47733.08247,1817.421408,957.1017616,1329.55136,1655.652572,1471.343131,1814.263614,1905.921514,937.7412188,1702.550708,1634.63736,1949.73341,1858.012766,145,0,216,2024,1426680,1438118,1226080,637.6744186,185.9302326,155.9069767,136.6511628,27,12432,0
1111078,11350625,노원구,중계2.3동,33341.29041,1518.441637,885.4093587,769.9769591,965.5846098,1071.432056,1308.283979,1272.175438,853.7459937,892.9908419,997.9684462,1154.793762,1279.461719,126,0,216,2024,1426680,1438118,1226080,84,9,10.91666667,32.5,30,12432,0
1111079,11350595,노원구,공릉1동,43619.41711,1749.228105,863.2067791,1404.648149,1528.01075,1541.670416,1691.526718,1237.685376,627.2827788,1685.102836,1468.011256,1715.713683,1595.548807,107,0,216,2024,1426680,1438118,1226080,1029.891892,108.1216216,179.6756757,257.0135135,19,12432,1
1112051,11380510,은평구,녹번동,34722.73898,1061.557029,528.9457146,1172.530523,1449.805267,1240.441432,1379.769158,1133.683848,510.6223951,1340.430328,1464.13027,1666.548273,1332.2468,162,6,240,1657,1269758,1309879,1089547,485.0483871,49.83870968,94.03225806,137.0967742,15,10953,1
1112052,11380520,은평구,불광1동,31294.93663,1235.422035,569.7968057,966.9778535,1116.935988,1025.454916,1152.829531,901.3740726,400.2264907,1160.431633,1067.372492,1195.882132,1191.663268,125,7,240,1657,1269758,1309879,1089547,99.74193548,11.58064516,20.25806452,20.5483871,21,10953,0
1112055,11380551,은평구,갈현1동,23985.31483,611.2914991,364.9370801,904.6660113,871.828824,770.1534274,884.2514043,550.6225459,352.9405433,1099.486701,892.7702392,844.2540893,749.6307137,81,0,240,1657,1269758,1309879,1089547,261.3382353,47.22794118,60.88235294,66.63235294,10,10953,0
1112056,11380552,은평구,갈현2동,22539.17989,926.103866,529.9380717,674.3530376,713.8058155,821.2130439,896.8790058,722.5157917,449.1106808,815.2918235,728.0762901,919.7651205,870.158294,88,5,240,1657,1269758,1309879,1089547,365.6985294,43.00735294,69.77941176,98.16911765,13,10953,0
1112057,11380560,은평구,구산동,25916.55334,1121.792208,657.7034819,684.5152151,856.5696982,814.7229024,910.6923631,1022.456148,609.0471317,802.1950117,850.01176,1008.161619,958.7744708,94,8,240,1657,1269758,1309879,1089547,403.8064516,62.70967742,89.88172043,106.3010753,13,10953,0
1112058,11380570,은평구,대조동,41183.41576,1503.69248,693.8987574,1471.414152,1890.852316,1571.582126,1538.444551,1263.653731,646.2578012,1783.746532,1821.755671,2010.074037,1598.677139,124,3,240,1657,1269758,1309879,1089547,166.2619048,21.92857143,34.81904762,42.62380952,7,10953,0
1112059,11380580,은평구,응암1동,24398.32395,886.0935139,624.0490682,805.9581701,1084.537422,1010.239898,979.7071191,843.5370557,536.0623882,829.5372026,1015.867668,1381.908262,1152.669065,141,3,240,1657,1269758,1309879,1089547,163.3014706,21.44852941,34.92647059,41.63970588,11,10953,0
1112060,11380590,은평구,응암2동,14892.47015,999.5465583,386.2981893,339.3620721,740.6012635,719.1148326,732.5552577,848.7945648,327.8414238,334.1487013,536.6712067,945.7956175,815.5406153,92,3,240,1657,1269758,1309879,1089547,18.66666667,0.083333333,2.583333333,2.25,24,10953,0
1112065,11380631,은평구,신사1동,24485.09372,872.0300323,478.8506018,803.976862,936.6241827,945.719363,951.8402426,933.6081125,453.1704278,913.8244345,901.2385228,1087.44688,947.9913765,90,2,240,1657,1269758,1309879,1089547,182.9354839,18.98387097,31.30645161,41.51612903,10,10953,0
1112066,11380632,은평구,신사2동,14055.67718,518.7629075,352.6768098,395.6913753,573.7649928,524.9667088,518.162386,504.0775105,274.7016419,457.9847804,467.4615498,535.6787951,482.5221379,60,4,240,1657,1269758,1309879,1089547,389.8548387,35.32258065,63.58064516,95.66129032,10,10953,0
1112067,11380640,은평구,증산동,13195.28175,377.1692004,223.8592224,436.2893703,481.4179405,425.0669671,539.6219679,531.4636351,285.7223843,473.8597513,495.0994834,531.5040031,491.2116032,42,3,240,1657,1269758,1309879,1089547,323.3235294,30.52205882,63.35294118,85.55882353,15,10953,0
1112068,11380650,은평구,수색동,12433.24373,304.5228068,191.1942989,470.3621769,596.8716553,520.7140808,565.4293302,257.5365301,162.9782018,483.2940832,516.8068915,612.6931522,459.1775534,52,4,240,1657,1269758,1309879,1089547,141.9302326,3.976744186,38.6744186,48.20930233,7,10953,0
1112071,11380690,은평구,진관동,63128.68722,3381.588695,2134.652682,1441.476058,1873.224033,2170.215735,2665.861724,3083.21434,1977.217947,2017.147124,1996.325696,2713.280771,2837.449466,122,9,240,1657,1269758,1309879,1089547,7907.739374,1672.253325,2450.97683,1957.197897,50,10953,0
1112072,11380530,은평구,불광2동,22354.77611,642.8482978,400.4761355,779.3474435,772.7495923,699.287453,795.9474859,662.3617269,354.9253793,897.8270528,785.1444627,761.8037714,726.5313482,82,5,240,1657,1269758,1309879,1089547,248.1616162,26.72727273,41,46.38888889,4,10953,0
1112073,11380600,은평구,응암3동,24338.39886,603.6750041,384.46719,744.8880512,1057.183444,1003.281509,1071.772474,706.4497293,415.1752332,793.4091789,838.0028091,1138.208737,969.5330389,81,6,240,1657,1269758,1309879,1089547,205.1428571,26.19354839,41.78801843,58.11981567,7,10953,0
1112074,11380625,은평구,역촌동,42952.34728,1814.187902,823.6424926,1316.871575,1641.907192,1579.100576,1800.291261,1646.420514,839.6634608,1678.155822,1568.130513,1955.040302,1735.004159,154,6,240,1657,1269758,1309879,1089547,341.9032258,52.24193548,81.76344086,91.12903226,21,10953,0
1113052,11410520,서대문구,천연동,16854.50643,662.3399954,333.197503,439.365874,673.7481837,616.2092636,753.9105975,530.5946642,278.7981337,506.3007885,560.3165977,710.4420802,691.7854245,83,3,170,716,875171,901418,744824,322.972973,51.7027027,72.36486486,77.58108108,8,27137,0
1113062,11410620,서대문구,홍제1동,23836.74702,713.7545374,395.3771158,666.2667003,817.8311963,802.8777632,922.6009916,873.2969808,475.8800412,758.0936676,795.9241026,908.9514142,845.0992586,72,4,170,716,875171,901418,744824,247.0752688,26.15053763,44.10752688,65.04301075,13,27137,1
1113064,11410640,서대문구,홍제3동,16296.62494,586.7354406,325.329743,472.5856935,567.995473,542.7196867,554.7442184,480.0592695,299.3914787,473.2578691,495.8587981,564.5558031,550.0225529,44,4,170,716,875171,901418,744824,224.5116279,31.25581395,43.25581395,57.95348837,15,27137,0
1113065,11410655,서대문구,홍제2동,9912.687897,347.6149763,172.2418117,293.438323,372.0252858,350.1403154,367.460211,381.649951,201.6409966,292.7924574,345.6271249,383.1972929,367.7399159,53,2,170,716,875171,901418,744824,207.5,26.58333333,36.41666667,49.58333333,3,27137,0
1113066,11410660,서대문구,홍은1동,14235.77118,376.4016079,256.3083404,443.7250681,498.7713678,463.6279195,493.2119467,551.5988283,319.1070162,421.0194174,456.0192659,583.9230389,506.7664564,69,2,170,716,875171,901418,744824,177.8604651,22.79069767,45.3255814,48.06976744,9,27137,0
1113068,11410685,서대문구,홍은2동,26020.20191,741.4943714,497.8610754,757.6743643,979.7276382,800.4882487,1008.019839,806.342688,492.0804364,932.1785387,854.9169948,979.328577,888.6601141,94,2,170,716,875171,901418,744824,261.6774194,18.5483871,39.93548387,49.58064516,7,27137,0
1113069,11410690,서대문구,남가좌1동,7360.632795,539.5152057,165.3427976,193.4891056,283.3410561,302.244299,319.7209822,514.4930128,156.4336354,244.7353539,259.6909472,365.1713833,330.2849993,31,0,170,716,875171,901418,744824,76.62790698,7.627906977,11.86046512,22.58139535,13,27137,0
1113070,11410700,서대문구,남가좌2동,19691.38015,588.4138553,318.4988379,588.3839268,745.4999868,643.4158822,699.8519312,596.5256834,339.0448554,763.2600626,658.045036,855.0247838,728.0017112,97,4,170,716,875171,901418,744824,270.0952381,47.4952381,74.20952381,58.14285714,18,27137,0
1113071,11410710,서대문구,북가좌1동,14044.85893,811.7973791,483.3997575,309.5503231,448.4346542,505.0977801,664.3308827,659.2588922,388.6154387,390.4303191,440.8354304,621.4925369,626.7527907,41,1,170,716,875171,901418,744824,1969.387097,17.12903226,38.29032258,59.48387097,9,27137,0
1113072,11410720,서대문구,북가좌2동,38324.07794,1483.774249,827.5141421,1124.28324,1559.992998,1516.686261,1632.00354,1300.005391,768.8336254,1321.325463,1331.561584,1829.62768,1495.778326,96,2,170,716,875171,901418,744824,450.9677419,60.84946237,105.4946237,115.0215054,13,27137,0
1113073,11410565,서대문구,충현동,40188.82416,740.3157301,474.0022851,1678.594044,2125.085196,2059.81571,2128.686197,864.6793952,547.0023255,2006.848949,1963.951349,2098.283699,1707.183894,84,4,170,716,875171,901418,744824,4755.075269,732.3225806,1672.688172,1433.11828,8,27137,0
1113074,11410555,서대문구,북아현동,37473.84385,1651.980519,524.7197742,1539.376359,2111.375762,2051.723786,2070.126814,1249.707839,458.9317388,1688.337842,1814.428696,2136.171293,1762.768864,59,2,170,716,875171,901418,744824,211.3378378,25.40540541,31.02702703,45.85135135,13,27137,0
1113075,11410585,서대문구,신촌동,53119.43144,830.3736657,261.0129866,2395.683569,1950.876025,1313.055295,1508.746448,585.9880917,294.9510494,5033.093035,2771.204712,2013.050544,1437.974475,82,7,170,716,875171,901418,744824,1588.516129,402.0967742,392.5806452,339.2741935,5,27137,0
1113076,11410615,서대문구,연희동,38073.77042,869.5386465,571.8203685,1517.305772,1560.972158,1404.642786,1460.67086,1018.041154,617.9871664,2271.684146,1714.92078,1693.418306,1408.732148,137,1,170,716,875171,901418,744824,691.016129,75.19354839,132.2580645,125.0322581,11,27137,1
1114059,11440590,마포구,용강동,31343.50597,1578.077448,708.3123612,1121.831049,1632.496327,1506.855915,1653.040051,1495.764158,649.9592248,1172.577624,1332.616243,1652.369447,1492.333,90,0,171,641,994117,1002728,837986,2574.516129,385.5322581,634.7580645,619.4516129,7,55185,0
1114060,11440600,마포구,대흥동,21985.17594,453.2221977,319.3977371,874.1109548,847.5403724,726.4438766,829.2015717,427.2249675,242.2789276,1479.991593,960.4442784,873.331132,763.7828478,75,2,171,641,994117,1002728,837986,1076.537634,369.9139785,261.1397849,197.7634409,4,55185,0
1114061,11440610,마포구,염리동,11720.3931,382.1776553,303.2361786,426.2238967,498.2638363,438.6291306,575.7277377,509.1224439,332.3644027,527.4389321,532.0456416,596.1877591,526.8304761,69,5,171,641,994117,1002728,837986,834.9892473,73.06451613,132.8494624,172.1935484,6,55185,0
1114063,11440630,마포구,신수동,18214.61175,764.7854531,395.5793642,624.7573071,801.4448603,704.3925352,735.6810933,603.436601,317.6349897,643.2861025,654.674865,919.6795177,869.6339767,96,1,171,641,994117,1002728,837986,258.5913978,33.80645161,65.7311828,72.66666667,8,55185,0
1114066,11440660,마포구,서교동,68036.774,793.4075062,375.9530261,3638.020329,3645.186424,2752.201601,2689.361571,750.7129522,458.2995239,6221.653133,4209.714692,3211.330411,2288.769372,112,2,171,641,994117,1002728,837986,2175.461358,501.2880562,629.0515222,471.1967213,7,55185,0
1114068,11440680,마포구,합정동,22728.81519,482.6108171,129.003418,1265.24073,1379.947092,994.0670871,915.6334545,531.0374776,197.4748293,1800.606179,1533.029915,1306.8101,882.5032692,93,2,171,641,994117,1002728,837986,878.3417722,172.9936709,313.1329114,223.9873418,9,55185,1
1114069,11440690,마포구,망원1동,20250.86216,456.4306917,224.8194508,993.9224622,1129.950108,791.0854615,831.7742471,500.3441176,263.0109382,1192.812848,1162.460381,1248.578248,915.1803693,87,0,171,641,994117,1002728,837986,268.8064516,46.80645161,63.25806452,66.65322581,12,55185,0
1114070,11440700,마포구,망원2동,17629.6116,552.449594,290.9804098,645.505038,789.0834449,795.6001672,825.2812226,503.308105,322.1976002,861.3765373,789.6517543,926.9215431,771.6636723,72,0,171,641,994117,1002728,837986,368.5322581,50.51612903,91.18548387,104.3870968,13,55185,0
1114071,11440710,마포구,연남동,18891.91211,398.8909941,209.6502215,981.0996415,1034.390344,818.3350978,741.1066291,313.9895312,141.0783092,1485.862599,1128.809014,998.5253743,792.9282204,80,2,171,641,994117,1002728,837986,933.4117647,177.7279412,280.4852941,200.0735294,8,55185,0
1114072,11440720,마포구,성산1동,21566.88875,672.1575453,383.8005271,916.6356056,1012.638467,989.6630055,1079.955409,594.1833039,328.0768775,1156.574304,1125.210315,1192.869654,1006.766842,83,0,171,641,994117,1002728,837986,1206.612903,196.1075269,316.7741935,293.5591398,7,55185,0
1114073,11440730,마포구,성산2동,35694.86486,1112.771602,695.9041375,1257.525106,1482.047987,1370.236752,1625.873066,1221.786236,686.3119374,1705.432067,1662.113148,1832.37642,1516.256633,146,0,171,641,994117,1002728,837986,281.6989247,19.4516129,42.60215054,75.98924731,22,55185,0
1114074,11440740,마포구,상암동,46642.14639,1796.923713,1108.958889,2007.558093,2530.921376,2574.331376,2941.144682,1478.113721,947.6788861,2459.170102,2133.093539,2385.046195,2083.815781,81,8,171,641,994117,1002728,837986,8172.806452,2094.274194,3027.983871,2142.919355,35,55185,0
1114075,11440585,마포구,도화동,17269.835,587.992748,290.4700641,636.6675642,919.3427794,716.0563435,752.3111432,653.5313108,286.5548468,746.5395283,784.3323257,962.1209969,669.2716669,110,5,171,641,994117,1002728,837986,2483.298387,414.4112903,638.25,563.4435484,11,55185,0
1114076,11440655,마포구,서강동,27343.60426,791.1198828,315.7318737,1076.651586,1347.943926,953.7846997,1049.864028,682.7941199,313.6413689,1572.21965,1173.463245,1338.811287,1007.415413,78,0,171,641,994117,1002728,837986,151.9677419,25.90322581,44.30645161,37.48387097,12,55185,0
1114077,11440565,마포구,공덕동,38791.10138,1298.475686,573.4936687,1576.586712,1989.191118,1695.786905,1742.04163,1225.064347,534.1951274,1891.805509,1871.417192,2202.972934,1677.303351,158,2,171,641,994117,1002728,837986,1641.975806,410.9112903,440.8064516,394.3629032,12,55185,0
