행자부행정동코드,시군구명,행정동명,공동육아나눔터유무,유아인구,필터링,위도,경도
11470520,양천구,목2동,0,2453.778162,0,37.54359372,126.8740985
11470530,양천구,목3동,0,1933.486478,0,37.5452004,126.8654123
11470540,양천구,목4동,0,3061.412755,0,37.53543666,126.8668959
11470560,양천구,신월1동,0,1399.540829,0,37.5312656,126.8345321
11470570,양천구,신월2동,0,2069.302913,0,37.52339747,126.8463303
11470580,양천구,신월3동,0,1520.226179,0,37.53236069,126.8274672
11470590,양천구,신월4동,0,1983.133017,0,37.52224911,126.8398207
11470600,양천구,신월5동,0,1269.67691,0,37.54004485,126.8298984
11470610,양천구,신월6동,0,482.8063967,0,37.51597382,126.84213
11470611,양천구,신월7동,0,2043.090803,0,37.52066289,126.8323374
11470620,양천구,신정1동,0,3344.168533,0,37.51887731,126.8596345
11470630,양천구,신정2동,0,2053.916036,0,37.51895289,126.8751771
11470640,양천구,신정3동,0,6407.683204,1,37.51178227,126.839397
11470670,양천구,신정6동,0,3782.83691,0,37.51591081,126.8696437
11470680,양천구,신정7동,0,3567.157885,0,37.51011626,126.8646833
11470550,양천구,목5동,0,8241.731456,1,37.5363113,126.8810274
11470650,양천구,신정4동,0,3942.51142,0,37.52540925,126.8575706
11500510,강서구,염창동,0,4513.76176,1,37.55321167,126.8754313
11500520,강서구,등촌1동,0,1866.775731,1,37.55585624,126.8596333
11500530,강서구,등촌2동,0,1988.884127,1,37.54573555,126.8600253
11500535,강서구,등촌3동,0,3648.756263,1,37.56105481,126.8463387
11500590,강서구,화곡본동,0,3471.530263,1,37.54257376,126.848162
11500550,강서구,화곡2동,0,1617.359934,1,37.53227844,126.8543682
11500560,강서구,화곡3동,0,2578.134842,1,37.54405576,126.8342728
11500570,강서구,화곡4동,0,2344.242265,1,37.53609824,126.8585756
11500591,강서구,화곡6동,0,1571.615745,1,37.5517219,126.8511659
11500593,강서구,화곡8동,1,2589.379748,1,37.53422071,126.8486334
11500603,강서구,가양1동,0,3697.41247,1,37.57310053,126.8343471
11500604,강서구,가양2동,0,791.8062135,1,37.56865706,126.8540072
11500605,강서구,가양3동,0,593.4494416,1,37.56268228,126.8622967
11500611,강서구,발산1동,0,6301.932812,1,37.55044737,126.8255767
11500620,강서구,공항동,0,5512.321868,1,37.55649098,126.7949567
11500630,강서구,방화1동,0,5319.196938,1,37.56864279,126.8175504
11500640,강서구,방화2동,0,2118.282272,1,37.58380446,126.8045064
11500641,강서구,방화3동,0,1875.989947,1,37.58158459,126.8155342
11500540,강서구,화곡1동,0,4235.076374,1,37.53378027,126.840936
11500615,강서구,우장산동,0,4707.019627,1,37.55057211,126.8410151
11530510,구로구,신도림동,0,4918.190749,1,37.50973385,126.8828466
11530520,구로구,구로1동,0,3260.824433,0,37.49303215,126.8754605
11530540,구로구,구로3동,0,1837.195542,1,37.48487855,126.8949839
11530550,구로구,구로4동,0,1318.627121,0,37.49153575,126.8901972
11530560,구로구,구로5동,0,2331.63415,0,37.50203021,126.8884808
11530720,구로구,고척1동,0,2804.751325,0,37.50065876,126.8633991
11530730,구로구,고척2동,0,2556.685038,0,37.50585449,126.8533114
11530750,구로구,개봉2동,0,2759.393279,0,37.4927299,126.856364
11530760,구로구,개봉3동,0,2384.58715,0,37.48683576,126.8524112
11530770,구로구,오류1동,1,1318.296162,0,37.49696398,126.841634
11530780,구로구,오류2동,0,9102.633023,1,37.48419905,126.8346029
11530790,구로구,수궁동,0,2620.641105,0,37.49827721,126.8260696
11530595,구로구,가리봉동,1,262.3927886,0,37.48255546,126.8882567
11530530,구로구,구로2동,0,1914.379316,0,37.4974548,126.8794941
11530740,구로구,개봉1동,0,3149.335303,0,37.49988482,126.849876
11545510,금천구,가산동,0,1481.916397,1,37.47683526,126.8843407
11545610,금천구,독산1동,0,2820.228662,0,37.46419939,126.8927203
11545620,금천구,독산2동,0,1031.484798,0,37.46382547,126.902554
11545630,금천구,독산3동,0,1450.440643,0,37.47593304,126.9045938
11545640,금천구,독산4동,0,721.4339247,0,37.46921875,126.9040517
11545670,금천구,시흥1동,0,2790.605713,0,37.45288648,126.9001461
11545680,금천구,시흥2동,0,2554.398527,0,37.45058997,126.9200731
11545690,금천구,시흥3동,0,1000.869938,0,37.4402763,126.9059256
11545700,금천구,시흥4동,0,1351.511413,0,37.46007805,126.9091055
11545710,금천구,시흥5동,0,1256.85978,0,37.44874995,126.9124311
11560540,영등포구,여의동,0,5314.886916,1,37.52748903,126.9275709
11560550,영등포구,당산1동,0,1722.43628,0,37.52393073,126.8968512
11560560,영등포구,당산2동,0,3820.144795,1,37.5329829,126.9039118
11560610,영등포구,양평1동,0,1918.624326,0,37.52507415,126.8870734
11560620,영등포구,양평2동,0,2453.457861,0,37.54060041,126.8941779
11560630,영등포구,신길1동,1,1335.964848,0,37.51233791,126.9195105
11560650,영등포구,신길3동,0,1385.198997,0,37.5064471,126.9058866
11560660,영등포구,신길4동,0,622.9397452,0,37.50728458,126.9129179
11560670,영등포구,신길5동,0,854.5478151,0,37.50111709,126.9055547
11560680,영등포구,신길6동,0,3061.251925,0,37.49915626,126.9135411
11560690,영등포구,신길7동,0,1913.283673,0,37.50579781,126.9198031
11560700,영등포구,대림1동,0,1330.154686,0,37.49376859,126.9052616
11560710,영등포구,대림2동,0,747.0689585,0,37.48963464,126.9006434
11560720,영등포구,대림3동,0,1729.719477,0,37.49986827,126.8972722
11560515,영등포구,영등포본동,0,1590.546283,0,37.51372246,126.9096958
11560535,영등포구,영등포동,0,3350.113968,1,37.52152233,126.9078421
11560585,영등포구,도림동,0,1289.698905,0,37.50927725,126.9012358
11560605,영등포구,문래동,0,4340.669591,1,37.51638046,126.8914717
11590520,동작구,노량진2동,0,693.4751179,0,37.51092998,126.9380026
11590530,동작구,상도1동,0,4800.38008,1,37.49832855,126.9534704
11590540,동작구,상도2동,0,2957.920267,0,37.50367378,126.9420601
11590550,동작구,상도3동,0,1904.244659,0,37.49722769,126.9333544
11590560,동작구,상도4동,0,2811.384341,0,37.49742885,126.9407635
11590620,동작구,사당1동,0,1803.67103,0,37.47971693,126.9774092
11590640,동작구,사당3동,0,2503.104474,0,37.48881204,126.970862
11590650,동작구,사당4동,0,1195.558386,0,37.48059083,126.97077
11590651,동작구,사당5동,0,1288.84312,0,37.48580389,126.9650402
11590660,동작구,대방동,0,4213.972793,1,37.50711415,126.9280262
11590670,동작구,신대방1동,0,2054.940088,0,37.48994822,126.9107055
11590680,동작구,신대방2동,0,2548.156205,0,37.4943097,126.9215319
11590605,동작구,흑석동,0,3366.347786,0,37.50629622,126.9637629
11590510,동작구,노량진1동,0,2396.357686,1,37.51302538,126.9491547
11590630,동작구,사당2동,1,3955.519354,0,37.49823275,126.9751918
11620525,관악구,보라매동,0,1378.044372,0,37.49035779,126.9325945
11620545,관악구,청림동,0,1484.048791,0,37.48941469,126.9595685
11620575,관악구,행운동,0,1894.258042,0,37.48090362,126.9606222
11620585,관악구,낙성대동,1,1384.820973,0,37.46723064,126.9600458
11620615,관악구,중앙동,0,1233.065151,0,37.48412242,126.950618
11620625,관악구,인헌동,0,2007.082632,0,37.47207782,126.966619
11620630,관악구,남현동,0,1955.416101,0,37.46247162,126.9766402
11620645,관악구,서원동,0,1119.368972,0,37.48060171,126.9334447
11620655,관악구,신원동,0,695.5322936,0,37.47930041,126.9266988
11620665,관악구,서림동,0,1014.961151,0,37.47354846,126.9392101
11620685,관악구,신사동,0,1133.830989,0,37.4856255,126.9187529
11620695,관악구,신림동,1,801.3983037,0,37.48690034,126.9276129
11620715,관악구,난향동,0,1636.42463,0,37.46158877,126.9182663
11620725,관악구,조원동,0,1333.261757,0,37.48293838,126.9075252
11620735,관악구,대학동,0,1395.455365,0,37.4534754,126.9484818
11620605,관악구,은천동,0,2803.083223,0,37.48682133,126.9422091
11620565,관악구,성현동,0,3489.66193,0,37.48951457,126.9511664
11620595,관악구,청룡동,0,1833.647525,0,37.47804927,126.9458841
11620775,관악구,난곡동,0,1950.029985,0,37.47049534,126.9210486
11620745,관악구,삼성동,0,1172.210483,0,37.46066891,126.9301374
11620765,관악구,미성동,0,2413.19398,0,37.4759385,126.9154263
11680510,강남구,신사동,0,2234.760241,1,37.5257178,127.0213951
11680521,강남구,논현1동,0,1469.913308,1,37.51190951,127.0264959
11680531,강남구,논현2동,0,2567.930299,1,37.5152058,127.0362183
11680580,강남구,삼성1동,0,2126.342296,1,37.51539702,127.0606281
11680590,강남구,삼성2동,0,4013.309867,1,37.51183935,127.0487603
11680600,강남구,대치1동,0,5887.519893,1,37.49339121,127.0589654
11680630,강남구,대치4동,0,4486.172515,1,37.50166055,127.054899
11680640,강남구,역삼1동,0,2591.592576,1,37.50088902,127.0354909
11680650,강남구,역삼2동,0,6678.437329,1,37.49850209,127.044891
11680655,강남구,도곡1동,0,5053.181511,1,37.48904528,127.0409758
11680656,강남구,도곡2동,0,4905.971961,1,37.48821111,127.0496537
11680660,강남구,개포1동,0,1260.39543,1,37.4792839,127.0647095
11680690,강남구,개포4동,0,1921.080078,1,37.47555236,127.0532365
11680720,강남구,일원본동,0,4282.816964,1,37.48236971,127.0846745
11680730,강남구,일원1동,0,1521.042602,1,37.49338576,127.089246
11680740,강남구,일원2동,1,2321.175129,1,37.49547357,127.0793166
11680750,강남구,수서동,0,2178.701506,1,37.48683684,127.1005693
11680700,강남구,세곡동,0,10673.31514,1,37.47107468,127.1043475
11680545,강남구,압구정동,0,4366.348471,1,37.53026671,127.0334835
11680565,강남구,청담동,0,3337.619623,1,37.52453792,127.0505033
11680610,강남구,대치2동,0,5875.064112,1,37.50057536,127.0664154
11680670,강남구,개포2동,0,3622.79577,1,37.48647682,127.067635
11650510,서초구,서초1동,0,2902.70981,0,37.48695548,127.0201386
11650520,서초구,서초2동,0,3228.643406,1,37.488817,127.0279102
11650530,서초구,서초3동,0,4649.481033,1,37.48543127,127.0095921
11650531,서초구,서초4동,0,4484.948279,1,37.49898522,127.0199641
11650540,서초구,잠원동,0,4291.020863,1,37.51763843,127.0130388
11650550,서초구,반포본동,0,221.7359091,0,37.50628944,126.9864759
11650560,서초구,반포1동,0,4092.036386,1,37.50550591,127.016631
11650570,서초구,반포2동,0,3295.683685,0,37.50637942,126.9956951
11650580,서초구,반포3동,0,3019.87099,0,37.5124083,127.0035922
11650581,서초구,반포4동,1,6504.480954,1,37.49958086,127.003289
11650590,서초구,방배본동,0,2671.926664,0,37.49494886,126.9877656
11650600,서초구,방배1동,0,2290.913807,0,37.48491251,126.9963028
11650610,서초구,방배2동,0,1958.734669,0,37.47301542,126.9884853
11650620,서초구,방배3동,0,1842.421741,0,37.47431989,126.9978999
11650621,서초구,방배4동,0,3227.306025,0,37.48981879,126.990987
11650651,서초구,양재1동,0,8095.22197,1,37.46955773,127.0225308
11650652,서초구,양재2동,0,3043.374656,1,37.45114771,127.0459051
11650660,서초구,내곡동,0,4530.35308,0,37.45652174,127.070548
11710510,송파구,풍납1동,0,1560.610585,0,37.5382393,127.1142997
11710520,송파구,풍납2동,1,4074.035201,0,37.52985047,127.1101272
11710531,송파구,거여1동,0,1215.084839,0,37.49438602,127.1416763
11710532,송파구,거여2동,0,2145.996115,0,37.49237517,127.1471747
11710540,송파구,마천1동,0,1658.94075,0,37.49478347,127.1557246
11710550,송파구,마천2동,0,1576.916889,0,37.50032842,127.1514576
11710561,송파구,방이1동,0,2762.067458,0,37.50977183,127.1223151
11710562,송파구,방이2동,0,2977.432052,0,37.51325463,127.1138263
11710566,송파구,오륜동,0,2101.242305,0,37.51761746,127.1287213
11710570,송파구,오금동,0,5169.005235,0,37.50398961,127.1343985
11710580,송파구,송파1동,0,3134.605967,0,37.50716769,127.1103206
11710590,송파구,송파2동,0,2895.413403,0,37.50283563,127.1168312
11710600,송파구,석촌동,0,2769.611532,0,37.50272362,127.1024623
11710610,송파구,삼전동,0,3574.02208,0,37.50172021,127.0919059
11710620,송파구,가락본동,0,3785.278363,0,37.49721686,127.1216395
11710631,송파구,가락1동,0,2984.100349,0,37.49532907,127.108235
