행자부행정동코드,시군구명,행정동명,공동육아나눔터유무,유아인구,필터링,위도,경도
11710632,송파구,가락2동,0,3505.712136,0,37.49585964,127.130643
11710641,송파구,문정1동,0,2025.492767,0,37.48817304,127.1268593
11710642,송파구,문정2동,0,1961.109187,0,37.48069393,127.1191361
11710650,송파구,잠실본동,0,3475.036184,0,37.50550699,127.0822939
11710690,송파구,잠실4동,0,4193.370151,0,37.52125459,127.1081523
11710710,송파구,잠실6동,0,3434.46499,0,37.51906528,127.0999816
11710720,송파구,잠실7동,0,1144.507557,0,37.50748108,127.0740976
11710670,송파구,잠실2동,0,6593.096267,0,37.51771946,127.0788194
11710680,송파구,잠실3동,0,7896.55901,1,37.51363837,127.0943193
11710646,송파구,장지동,0,4556.244689,0,37.48278895,127.131629
11710647,송파구,위례동,0,11375.93552,1,37.4816611,127.1412431
11740515,강동구,강일동,0,9148.323116,1,37.56389513,127.1740185
11740520,강동구,상일동,0,4532.943671,0,37.55074458,127.1648423
11740530,강동구,명일1동,1,3489.729279,0,37.5503714,127.1459406
11740540,강동구,명일2동,0,2595.99412,0,37.54828868,127.1542047
11740550,강동구,고덕1동,0,6366.26292,0,37.56334718,127.1503072
11740560,강동구,고덕2동,0,2715.937983,0,37.56586515,127.1616393
11740580,강동구,암사2동,0,1699.816686,0,37.55738056,127.1232422
11740590,강동구,암사3동,0,2764.135159,0,37.56150499,127.1385091
11740600,강동구,천호1동,0,3720.849377,0,37.54631851,127.1385817
11740620,강동구,천호3동,0,2079.422561,0,37.53965387,127.1331959
11740640,강동구,성내1동,0,3006.962777,0,37.52876408,127.1255189
11740650,강동구,성내2동,0,2223.304796,0,37.53436452,127.1277368
11740660,강동구,성내3동,0,2421.885011,0,37.52840356,127.1337967
11740690,강동구,둔촌1동,0,673.059683,0,37.52314517,127.1404347
11740700,강동구,둔촌2동,0,3589.409272,0,37.53151448,127.1474138
11740570,강동구,암사1동,0,3344.686309,0,37.551855,127.1345856
11740610,강동구,천호2동,0,4177.691598,1,37.54469098,127.1222751
11740685,강동구,길동,0,5769.03241,1,37.53972505,127.1459068
